Date;Country/Region;Province/State;Lat;Long;Confirmed;Deaths
1/22/20;Afghanistan;;33.0;65.0;0;0
1/22/20;Albania;;41.1533;20.1683;0;0
1/22/20;Algeria;;28.0339;1.6596;0;0
1/22/20;Andorra;;42.5063;1.5218;0;0
1/22/20;Angola;;-11.2027;17.8739;0;0
1/22/20;Antigua and Barbuda;;17.0608;-61.7964;0;0
1/22/20;Argentina;;-38.4161;-63.6167;0;0
1/22/20;Armenia;;40.0691;45.0382;0;0
1/22/20;Australia;Australian Capital Territory;-35.4735;149.0124;0;0
1/22/20;Australia;New South Wales;-33.8688;151.2093;0;0
1/22/20;Australia;Northern Territory;-12.4634;130.8456;0;0
1/22/20;Australia;Queensland;-28.0167;153.4;0;0
1/22/20;Australia;South Australia;-34.9285;138.6007;0;0
1/22/20;Australia;Tasmania;-41.4545;145.9707;0;0
1/22/20;Australia;Victoria;-37.8136;144.9631;0;0
1/22/20;Australia;Western Australia;-31.9505;115.8605;0;0
1/22/20;Austria;;47.5162;14.5501;0;0
1/22/20;Azerbaijan;;40.1431;47.5769;0;0
1/22/20;Bahamas;;25.0343;-77.3963;0;0
1/22/20;Bahrain;;26.0275;50.55;0;0
1/22/20;Bangladesh;;23.685;90.3563;0;0
1/22/20;Barbados;;13.1939;-59.5432;0;0
1/22/20;Belarus;;53.7098;27.9534;0;0
1/22/20;Belgium;;50.8333;4.0;0;0
1/22/20;Benin;;9.3077;2.3158;0;0
1/22/20;Bhutan;;27.5142;90.4336;0;0
1/22/20;Bolivia;;-16.2902;-63.5887;0;0
1/22/20;Bosnia and Herzegovina;;43.9159;17.6791;0;0
1/22/20;Brazil;;-14.235;-51.9253;0;0
1/22/20;Brunei;;4.5353;114.7277;0;0
1/22/20;Bulgaria;;42.7339;25.4858;0;0
1/22/20;Burkina Faso;;12.2383;-1.5616;0;0
1/22/20;Cabo Verde;;16.5388;-23.0418;0;0
1/22/20;Cambodia;;11.55;104.9167;0;0
1/22/20;Cameroon;;3.8480000000000003;11.5021;0;0
1/22/20;Canada;Alberta;53.9333;-116.5765;0;0
1/22/20;Canada;British Columbia;49.2827;-123.1207;0;0
1/22/20;Canada;Grand Princess;37.6489;-122.6655;0;0
1/22/20;Canada;Manitoba;53.7609;-98.8139;0;0
1/22/20;Canada;New Brunswick;46.5653;-66.4619;0;0
1/22/20;Canada;Newfoundland and Labrador;53.1355;-57.6604;0;0
1/22/20;Canada;Nova Scotia;44.681999999999995;-63.7443;0;0
1/22/20;Canada;Ontario;51.2538;-85.3232;0;0
1/22/20;Canada;Prince Edward Island;46.5107;-63.4168;0;0
1/22/20;Canada;Quebec;52.9399;-73.5491;0;0
1/22/20;Canada;Saskatchewan;52.9399;-106.4509;0;0
1/22/20;Central African Republic;;6.6111;20.9394;0;0
1/22/20;Chad;;15.4542;18.7322;0;0
1/22/20;Chile;;-35.6751;-71.543;0;0
1/22/20;China;Anhui;31.8257;117.2264;1;0
1/22/20;China;Beijing;40.1824;116.4142;14;0
1/22/20;China;Chongqing;30.0572;107.874;6;0
1/22/20;China;Fujian;26.0789;117.9874;1;0
1/22/20;China;Gansu;37.8099;101.0583;0;0
1/22/20;China;Guangdong;23.3417;113.4244;26;0
1/22/20;China;Guangxi;23.8298;108.7881;2;0
1/22/20;China;Guizhou;26.8154;106.8748;1;0
1/22/20;China;Hainan;19.1959;109.7453;4;0
1/22/20;China;Hebei;39.549;116.1306;1;0
1/22/20;China;Heilongjiang;47.861999999999995;127.7615;0;0
1/22/20;China;Henan;33.882;113.61399999999999;5;0
1/22/20;China;Hong Kong;22.3;114.2;0;0
1/22/20;China;Hubei;30.9756;112.2707;444;17
1/22/20;China;Hunan;27.6104;111.7088;4;0
1/22/20;China;Inner Mongolia;44.0935;113.9448;0;0
1/22/20;China;Jiangsu;32.9711;119.455;1;0
1/22/20;China;Jiangxi;27.614;115.7221;2;0
1/22/20;China;Jilin;43.6661;126.1923;0;0
1/22/20;China;Liaoning;41.2956;122.6085;2;0
1/22/20;China;Macau;22.1667;113.55;1;0
1/22/20;China;Ningxia;37.2692;106.1655;1;0
1/22/20;China;Qinghai;35.7452;95.9956;0;0
1/22/20;China;Shaanxi;35.1917;108.8701;0;0
1/22/20;China;Shandong;36.3427;118.1498;2;0
